"respondentid";"fardmedel.kat";"ar.manad"
2003017691;"Cykel";"2020/3"
2003017699;"Kollektiv";"2020/3"
2003017826;"Bil";"2020/3"
2003017841;"Bil";"2020/3"
2003017898;"Kollektiv";"2020/3"
2003018017;"Bil";"2020/3"
2003018071;"Bil";"2020/3"
2003018231;"Kollektiv";"2020/3"
2003018546;"Bil";"2020/3"
2003018793;"Kollektiv";"2020/3"
2003018860;"Kollektiv";"2020/3"
2003018969;"Annat";"2020/3"
2003019089;"Bil";"2020/3"
2003019219;"Kollektiv";"2020/3"
2003019233;"Kollektiv";"2020/3"
2003019351;"Bil";"2020/3"
2003019526;"Bil";"2020/3"
2003019551;"Bil";"2020/3"
2003019567;"Bil";"2020/3"
2003019669;"Bil";"2020/3"
2003019714;"Bil";"2020/3"
2003019935;"Cykel";"2020/3"
2003019983;"Bil";"2020/3"
2003020046;"Bil";"2020/3"
2003020198;"Bil";"2020/3"
2003020241;"Kollektiv";"2020/3"
2003020294;"Kollektiv";"2020/3"
2003020399;"Bil";"2020/3"
2003020712;"Bil";"2020/3"
2003020988;"Bil";"2020/3"
2003021713;"Bil";"2020/3"
2003021937;"Bil";"2020/3"
2003022221;"Bil";"2020/3"
2003022419;"Bil";"2020/3"
2003022454;"Bil";"2020/3"
2003022642;"Kollektiv";"2020/3"
2003022650;"Kollektiv";"2020/3"
2003022714;"Kollektiv";"2020/3"
2003022856;"Bil";"2020/3"
2003023130;"Cykel";"2020/3"
2003023135;"Bil";"2020/3"
2003023335;"Bil";"2020/3"
2003023363;"Bil";"2020/3"
2003023451;"Bil";"2020/3"
2003023581;"Kollektiv";"2020/3"
2003023950;"Bil";"2020/3"
2003024352;"Bil";"2020/3"
2003024515;"Kollektiv";"2020/3"
2003024684;"Bil";"2020/3"
2003024740;"Cykel";"2020/3"
2003024753;"Kollektiv";"2020/3"
2003024794;"Bil";"2020/3"
2003024905;"Bil";"2020/3"
2003024970;"Gang";"2020/3"
2003025145;"Bil";"2020/3"
2003025149;"Bil";"2020/3"
2003025196;"Cykel";"2020/3"
2003025280;"Bil";"2020/3"
2003025321;"Bil";"2020/3"
2003025425;"Kollektiv";"2020/3"
2003025544;"Kollektiv";"2020/3"
2003025549;"Bil";"2020/3"
2003025886;"Bil";"2020/3"
2003026054;"Kollektiv";"2020/3"
2003026309;"Gang";"2020/3"
2004027487;"Bil";"2020/3"
2020023627;"Cykel";"2020/3"
2020023853;"Bil";"2020/3"
2020024218;"Annat";"2020/3"
2020028590;"Kollektiv";"2020/3"
2020030192;"Bil";"2020/3"
2020030613;"Cykel";"2020/3"
2020031046;"Bil";"2020/3"
2020032491;"Bil";"2020/3"
2020033039;"Bil";"2020/3"
2020034067;"Cykel";"2020/3"
2020038615;"Kollektiv";"2020/3"
2020038967;"Kollektiv";"2020/3"
2020039013;"Bil";"2020/3"
2020039514;"Cykel";"2020/3"
2020048717;"Bil";"2020/3"
2020049788;"Kollektiv";"2020/3"
2020050452;"Kollektiv";"2020/3"
2003023634;"Gang";"2020/4"
2004004376;"Bil";"2020/4"
2004007524;"Gang";"2020/4"
2004008325;"Bil";"2020/4"
2004008372;"Bil";"2020/4"
2004008717;"Bil";"2020/4"
2004010616;"Bil";"2020/4"
2004010871;"Bil";"2020/4"
2004011298;"Bil";"2020/4"
2004013812;"Bil";"2020/4"
2004013981;"Bil";"2020/4"
2004018639;"Bil";"2020/4"
2004019803;"Bil";"2020/4"
2004020051;"Gang";"2020/4"
2004023683;"Bil";"2020/4"
2004029237;"Bil";"2020/4"
2004029471;"Bil";"2020/4"
2004029550;"Kollektiv";"2020/4"
2004029998;"Bil";"2020/4"
2004030882;"Bil";"2020/4"
2004032122;"Bil";"2020/4"
2004015063;"Bil";"2020/4"
2004022406;"Bil";"2020/4"
2004001478;"Bil";"2020/4"
2004002159;"Bil";"2020/4"
2004005089;"Bil";"2020/4"
2004010162;"Kollektiv";"2020/4"
2004027583;"Bil";"2020/4"
2004028242;"Bil";"2020/4"
2004029850;"Kollektiv";"2020/4"
2004031477;"Bil";"2020/4"
2004031485;"Cykel";"2020/4"
2020024623;"Bil";"2020/4"
2003011622;"Bil";"2020/4"
2004014414;"Gang";"2020/4"
2004018863;"Kollektiv";"2020/4"
2004029727;"Bil";"2020/4"
2004001686;"Bil";"2020/4"
2004007695;"Bil";"2020/4"
2004010902;"Bil";"2020/4"
2004011703;"Bil";"2020/4"
2003003537;"Kollektiv";"2020/4"
2003024800;"Gang";"2020/4"
2003025583;"Bil";"2020/4"
2003025967;"Bil";"2020/4"
2004000350;"Cykel";"2020/4"
2004000440;"Bil";"2020/4"
2004000882;"Bil";"2020/4"
2004001305;"Bil";"2020/4"
2004001516;"Bil";"2020/4"
2004001585;"Bil";"2020/4"
2004001657;"Cykel";"2020/4"
2004002755;"Bil";"2020/4"
2004003556;"Bil";"2020/4"
2004004382;"Bil";"2020/4"
2004004768;"Bil";"2020/4"
2004004963;"Cykel";"2020/4"
2004005148;"Bil";"2020/4"
2004005268;"Kollektiv";"2020/4"
2004005321;"Gang";"2020/4"
2004005443;"Bil";"2020/4"
2004005937;"Bil";"2020/4"
2004006035;"Kollektiv";"2020/4"
2004006230;"Bil";"2020/4"
2004006349;"Bil";"2020/4"
2004006398;"Cykel";"2020/4"
2004007286;"Cykel";"2020/4"
2004007386;"Bil";"2020/4"
2004007504;"Cykel";"2020/4"
2004007507;"Cykel";"2020/4"
2004007741;"Kollektiv";"2020/4"
2004007780;"Bil";"2020/4"
2004008001;"Bil";"2020/4"
2004008334;"Bil";"2020/4"
2004008572;"Gang";"2020/4"
2004008712;"Bil";"2020/4"
2004009029;"Gang";"2020/4"
2004009205;"Cykel";"2020/4"
2004010128;"Gang";"2020/4"
2004010152;"Cykel";"2020/4"
2004010264;"Bil";"2020/4"
2004010579;"Cykel";"2020/4"
2004011395;"Bil";"2020/4"
2004011566;"Cykel";"2020/4"
2004011637;"Bil";"2020/4"
2004011682;"Bil";"2020/4"
2004012148;"Bil";"2020/4"
2004012389;"Bil";"2020/4"
2004012804;"Cykel";"2020/4"
2004014952;"Cykel";"2020/4"
2004014971;"Kollektiv";"2020/4"
2004015431;"Bil";"2020/4"
2004015684;"Annat";"2020/4"
2004015891;"Cykel";"2020/4"
2004016026;"Bil";"2020/4"
2004016193;"Bil";"2020/4"
2004016195;"Bil";"2020/4"
2004016556;"Cykel";"2020/4"
2004016693;"Bil";"2020/4"
2004016796;"Cykel";"2020/4"
2004016853;"Cykel";"2020/4"
2004017589;"Kollektiv";"2020/4"
2004018041;"Cykel";"2020/4"
2004018118;"Kollektiv";"2020/4"
2004018450;"Bil";"2020/4"
2004018589;"Bil";"2020/4"
2004018626;"Gang";"2020/4"
2004018764;"Cykel";"2020/4"
2004020267;"Bil";"2020/4"
2004020323;"Bil";"2020/4"
2004020565;"Bil";"2020/4"
2004020609;"Bil";"2020/4"
2004021645;"Cykel";"2020/4"
2004021662;"Bil";"2020/4"
2004021835;"Bil";"2020/4"
2004021855;"Bil";"2020/4"
2004021885;"Cykel";"2020/4"
2004021900;"Cykel";"2020/4"
2004022026;"Cykel";"2020/4"
2004022977;"Gang";"2020/4"
2004023354;"Gang";"2020/4"
2004023422;"Bil";"2020/4"
2004023593;"Bil";"2020/4"
2004023664;"Bil";"2020/4"
2004023996;"Bil";"2020/4"
2004024051;"Bil";"2020/4"
2004024115;"Cykel";"2020/4"
2004025724;"Kollektiv";"2020/4"
2004025967;"Cykel";"2020/4"
2004026882;"Bil";"2020/4"
2004027292;"Bil";"2020/4"
2004027321;"Gang";"2020/4"
2004027403;"Bil";"2020/4"
2004028848;"Cykel";"2020/4"
2004029395;"Bil";"2020/4"
2004029436;"Bil";"2020/4"
2004029560;"Cykel";"2020/4"
2004029580;"Bil";"2020/4"
2004029611;"Bil";"2020/4"
2004029668;"Bil";"2020/4"
2004029722;"Bil";"2020/4"
2004030017;"Bil";"2020/4"
2004030191;"Gang";"2020/4"
2004030211;"Bil";"2020/4"
2004030262;"Bil";"2020/4"
2004030421;"Gang";"2020/4"
2004030911;"Kollektiv";"2020/4"
2004031056;"Bil";"2020/4"
2004031204;"Cykel";"2020/4"
2004031217;"Cykel";"2020/4"
2004031430;"Bil";"2020/4"
2004032098;"Bil";"2020/4"
2004032191;"Gang";"2020/4"
2004032290;"Bil";"2020/4"
2004032439;"Bil";"2020/4"
2004032911;"Bil";"2020/4"
2020038234;"Gang";"2020/4"
2004001258;"Bil";"2020/4"
2004023517;"Bil";"2020/4"
2020036659;"Bil";"2020/4"
2004002817;"Annat";"2020/4"
2004017016;"Bil";"2020/4"
2004017183;"Bil";"2020/4"
2004025575;"Bil";"2020/4"
2004031680;"Bil";"2020/4"
2001000042;"Cykel";"2020/1"
2001000132;"Bil";"2020/1"
2001000479;"Bil";"2020/1"
2001000714;"Kollektiv";"2020/1"
2001000851;"Bil";"2020/1"
2001001280;"Cykel";"2020/1"
2001001389;"Bil";"2020/1"
2001001398;"Bil";"2020/1"
2001001756;"Bil";"2020/1"
2001002267;"Gang";"2020/1"
2001002327;"Cykel";"2020/1"
2001002704;"Cykel";"2020/1"
2001002758;"Bil";"2020/1"
2001002814;"Kollektiv";"2020/1"
2001002832;"Gang";"2020/1"
2001002887;"Kollektiv";"2020/1"
2001003217;"Bil";"2020/1"
2001003782;"Bil";"2020/1"
2001004049;"Cykel";"2020/1"
2001004062;"Bil";"2020/1"
2001004122;"Gang";"2020/1"
2001004265;"Gang";"2020/1"
2001004276;"Cykel";"2020/1"
2001004282;"Gang";"2020/1"
2001004334;"Kollektiv";"2020/1"
2001004675;"Bil";"2020/1"
2001004980;"Bil";"2020/1"
2001005021;"Bil";"2020/1"
2001005061;"Bil";"2020/1"
2001005130;"Bil";"2020/1"
2001005180;"Bil";"2020/1"
2001005276;"Kollektiv";"2020/1"
2001005480;"Bil";"2020/1"
2001005532;"Bil";"2020/1"
2001005585;"Bil";"2020/1"
2001005615;"Cykel";"2020/1"
2001005741;"Gang";"2020/1"
2001005918;"Cykel";"2020/1"
2001005919;"Bil";"2020/1"
2001005920;"Bil";"2020/1"
2001006124;"Bil";"2020/1"
2001006140;"Bil";"2020/1"
2001006188;"Bil";"2020/1"
2001006240;"Bil";"2020/1"
2001006292;"Bil";"2020/1"
2001006548;"Cykel";"2020/1"
2001006612;"Bil";"2020/1"
2001007053;"Bil";"2020/1"
2001007201;"Bil";"2020/1"
2001007842;"Bil";"2020/1"
2001007928;"Bil";"2020/1"
2001008047;"Bil";"2020/1"
2001008087;"Bil";"2020/1"
2001008184;"Bil";"2020/1"
2001008244;"Kollektiv";"2020/1"
2001008310;"Bil";"2020/1"
2001008383;"Kollektiv";"2020/1"
2001008465;"Bil";"2020/1"
2001008500;"Bil";"2020/1"
2001008509;"Kollektiv";"2020/1"
2001008780;"Bil";"2020/1"
2001008849;"Bil";"2020/1"
2001009414;"Kollektiv";"2020/1"
2001009628;"Bil";"2020/1"
2001010110;"Kollektiv";"2020/1"
2001010526;"Bil";"2020/1"
2001011037;"Kollektiv";"2020/1"
2001011188;"Kollektiv";"2020/1"
2001011361;"Kollektiv";"2020/1"
2001011363;"Bil";"2020/1"
2001011500;"Cykel";"2020/1"
2001011505;"Kollektiv";"2020/1"
2001011631;"Kollektiv";"2020/1"
2001011634;"Cykel";"2020/1"
2001012010;"Bil";"2020/1"
2001012021;"Cykel";"2020/1"
2001012129;"Cykel";"2020/1"
2001012137;"Gang";"2020/1"
2001012340;"Bil";"2020/1"
2001012661;"Kollektiv";"2020/1"
2001012786;"Cykel";"2020/1"
2001012954;"Gang";"2020/1"
2001013428;"Bil";"2020/1"
2001013664;"Cykel";"2020/1"
2001013901;"Gang";"2020/1"
2001013952;"Kollektiv";"2020/1"
2001013953;"Bil";"2020/1"
2001014101;"Bil";"2020/1"
2001014269;"Bil";"2020/1"
2001014270;"Bil";"2020/1"
2001014380;"Bil";"2020/1"
2001014381;"Cykel";"2020/1"
2001014607;"Cykel";"2020/1"
2001014641;"Kollektiv";"2020/1"
2001014687;"Bil";"2020/1"
2001014717;"Gang";"2020/1"
2001014882;"Kollektiv";"2020/1"
2001014928;"Bil";"2020/1"
2001015072;"Bil";"2020/1"
2001015172;"Kollektiv";"2020/1"
2001015796;"Bil";"2020/1"
2001016066;"Bil";"2020/1"
2001016258;"Gang";"2020/1"
2001016486;"Kollektiv";"2020/1"
2001016551;"Kollektiv";"2020/1"
2001016569;"Bil";"2020/1"
2001016570;"Kollektiv";"2020/1"
2001016893;"Cykel";"2020/1"
2001017052;"Cykel";"2020/1"
2001017094;"Bil";"2020/1"
2001017214;"Bil";"2020/1"
2001017553;"Cykel";"2020/1"
2001018009;"Kollektiv";"2020/1"
2001018620;"Bil";"2020/1"
2001018847;"Bil";"2020/1"
2001018855;"Bil";"2020/1"
2001019406;"Cykel";"2020/1"
2001019534;"Kollektiv";"2020/1"
2001019642;"Cykel";"2020/1"
2001019698;"Bil";"2020/1"
2001019863;"Bil";"2020/1"
2001020010;"Bil";"2020/1"
2001020021;"Bil";"2020/1"
2001020135;"Bil";"2020/1"
2001020265;"Bil";"2020/1"
2001020558;"Bil";"2020/1"
2001020560;"Kollektiv";"2020/1"
2001020616;"Cykel";"2020/1"
2001020876;"Bil";"2020/1"
2001020887;"Gang";"2020/1"
2001020934;"Gang";"2020/1"
2001021334;"Bil";"2020/1"
2001021335;"Kollektiv";"2020/1"
2001021407;"Bil";"2020/1"
2001021641;"Bil";"2020/1"
2001021678;"Bil";"2020/1"
2001021935;"Kollektiv";"2020/1"
2001022011;"Cykel";"2020/1"
2001022012;"Kollektiv";"2020/1"
2001022016;"Cykel";"2020/1"
2001022152;"Kollektiv";"2020/1"
2001022207;"Kollektiv";"2020/1"
2001022265;"Bil";"2020/1"
2001022268;"Bil";"2020/1"
2001022286;"Bil";"2020/1"
2001022333;"Bil";"2020/1"
2001022389;"Bil";"2020/1"
2001022390;"Bil";"2020/1"
2001022832;"Gang";"2020/1"
2001022968;"Cykel";"2020/1"
2001023090;"Bil";"2020/1"
2001023091;"Annat";"2020/1"
2001023094;"Gang";"2020/1"
2001023223;"Kollektiv";"2020/1"
2001023397;"Gang";"2020/1"
2001023455;"Bil";"2020/1"
2001023528;"Bil";"2020/1"
2001024024;"Bil";"2020/1"
2001024320;"Bil";"2020/1"
2001024396;"Bil";"2020/1"
2001024472;"Bil";"2020/1"
2001024628;"Bil";"2020/1"
2001024697;"Bil";"2020/1"
2001024710;"Bil";"2020/1"
2001025479;"Bil";"2020/1"
2001025487;"Kollektiv";"2020/1"
2001026582;"Bil";"2020/1"
2001026584;"Bil";"2020/1"
2001026586;"Kollektiv";"2020/1"
2001026718;"Kollektiv";"2020/1"
2001027191;"Bil";"2020/1"
2001027519;"Cykel";"2020/1"
2001027622;"Kollektiv";"2020/1"
2001027739;"Bil";"2020/1"
2001028060;"Gang";"2020/1"
2001028171;"Bil";"2020/1"
2001028572;"Kollektiv";"2020/1"
2001028699;"Gang";"2020/1"
2001029035;"Bil";"2020/1"
2001029113;"Bil";"2020/1"
2001029238;"Bil";"2020/1"
2001029301;"Bil";"2020/1"
2001029478;"Bil";"2020/1"
2001029531;"Bil";"2020/1"
2001029972;"Bil";"2020/1"
2001031461;"Kollektiv";"2020/1"
2001031463;"Cykel";"2020/1"
2001031468;"Cykel";"2020/1"
2001031472;"Bil";"2020/1"
2001031487;"Kollektiv";"2020/1"
2001031490;"Kollektiv";"2020/1"
2001031495;"Kollektiv";"2020/1"
2001031506;"Kollektiv";"2020/1"
2001031508;"Bil";"2020/1"
2001031515;"Kollektiv";"2020/1"
2001031525;"Kollektiv";"2020/1"
2001031532;"Bil";"2020/1"
2001031546;"Kollektiv";"2020/1"
2001031548;"Bil";"2020/1"
2001031554;"Gang";"2020/1"
2001031559;"Bil";"2020/1"
2001004771;"Bil";"2020/2"
2001006432;"Bil";"2020/2"
2001006607;"Bil";"2020/2"
2001006759;"Bil";"2020/2"
2001007931;"Bil";"2020/2"
2001009761;"Kollektiv";"2020/2"
2001011881;"Kollektiv";"2020/2"
2001011882;"Cykel";"2020/2"
2001012127;"Cykel";"2020/2"
2001015932;"Gang";"2020/2"
2001016521;"Kollektiv";"2020/2"
2001017137;"Annat";"2020/2"
2001017940;"Kollektiv";"2020/2"
2001025249;"Bil";"2020/2"
2001027629;"Kollektiv";"2020/2"
2001027955;"Kollektiv";"2020/2"
2001031528;"Kollektiv";"2020/2"
2003020499;"Bil";"2020/2"
2020020057;"Kollektiv";"2020/2"
2020020184;"Bil";"2020/2"
2020020272;"Bil";"2020/2"
2020020308;"Bil";"2020/2"
2020020504;"Bil";"2020/2"
2020020509;"Bil";"2020/2"
2020020920;"Bil";"2020/2"
2020021078;"Cykel";"2020/2"
2020021221;"Cykel";"2020/2"
2020021434;"Bil";"2020/2"
2020021484;"Bil";"2020/2"
2020021519;"Kollektiv";"2020/2"
2020021572;"Bil";"2020/2"
2020021743;"Bil";"2020/2"
2020021892;"Bil";"2020/2"
2020021922;"Kollektiv";"2020/2"
2020021987;"Kollektiv";"2020/2"
2020022002;"Gang";"2020/2"
2020022129;"Kollektiv";"2020/2"
2020022362;"Bil";"2020/2"
2020022468;"Cykel";"2020/2"
2020022516;"Cykel";"2020/2"
2020022543;"Bil";"2020/2"
2020022569;"Kollektiv";"2020/2"
2020022823;"Kollektiv";"2020/2"
2020022853;"Kollektiv";"2020/2"
2020022893;"Bil";"2020/2"
2020022964;"Cykel";"2020/2"
2020023247;"Kollektiv";"2020/2"
2020023283;"Kollektiv";"2020/2"
2020023343;"Bil";"2020/2"
2020023346;"Kollektiv";"2020/2"
2020023517;"Bil";"2020/2"
2020023625;"Bil";"2020/2"
2020023654;"Bil";"2020/2"
2020023706;"Gang";"2020/2"
2020023823;"Bil";"2020/2"
2020023838;"Cykel";"2020/2"
2020024020;"Bil";"2020/2"
2020024128;"Bil";"2020/2"
2020024365;"Kollektiv";"2020/2"
2020024378;"Bil";"2020/2"
2020024506;"Bil";"2020/2"
2020024567;"Kollektiv";"2020/2"
2020024607;"Bil";"2020/2"
2020024678;"Kollektiv";"2020/2"
2020024690;"Bil";"2020/2"
2020024961;"Bil";"2020/2"
2020025045;"Kollektiv";"2020/2"
2020025433;"Bil";"2020/2"
2020025533;"Bil";"2020/2"
2020025768;"Kollektiv";"2020/2"
2020025784;"Bil";"2020/2"
2020025805;"Cykel";"2020/2"
2020025821;"Bil";"2020/2"
2020026149;"Kollektiv";"2020/2"
2020026227;"Gang";"2020/2"
2020027015;"Bil";"2020/2"
2020027035;"Bil";"2020/2"
2020027046;"Cykel";"2020/2"
2020027063;"Bil";"2020/2"
2020027071;"Bil";"2020/2"
2020027166;"Bil";"2020/2"
2020027289;"Bil";"2020/2"
2020027430;"Bil";"2020/2"
2020027582;"Cykel";"2020/2"
2020027596;"Gang";"2020/2"
2020027643;"Kollektiv";"2020/2"
2020027853;"Kollektiv";"2020/2"
2020027897;"Bil";"2020/2"
2020027941;"Kollektiv";"2020/2"
2020028007;"Cykel";"2020/2"
2020028018;"Kollektiv";"2020/2"
2020028193;"Bil";"2020/2"
2020028309;"Kollektiv";"2020/2"
2020028637;"Bil";"2020/2"
2020028713;"Bil";"2020/2"
2020028831;"Kollektiv";"2020/2"
2020028972;"Bil";"2020/2"
2020029067;"Bil";"2020/2"
2020029082;"Bil";"2020/2"
2020029321;"Cykel";"2020/2"
2020029417;"Kollektiv";"2020/2"
2020029742;"Cykel";"2020/2"
2020029760;"Bil";"2020/2"
2020029761;"Gang";"2020/2"
2020029887;"Bil";"2020/2"
2020030093;"Bil";"2020/2"
2020030155;"Kollektiv";"2020/2"
2020030182;"Gang";"2020/2"
2020030184;"Kollektiv";"2020/2"
2020030205;"Bil";"2020/2"
2020030330;"Bil";"2020/2"
2020030357;"Cykel";"2020/2"
2020030712;"Cykel";"2020/2"
2020030727;"Kollektiv";"2020/2"
2020030739;"Bil";"2020/2"
2020030817;"Kollektiv";"2020/2"
2020031435;"Bil";"2020/2"
2020031464;"Bil";"2020/2"
2020031518;"Bil";"2020/2"
2020031616;"Bil";"2020/2"
2020031713;"Bil";"2020/2"
2020031936;"Kollektiv";"2020/2"
2020032034;"Bil";"2020/2"
2020032178;"Bil";"2020/2"
2020032335;"Bil";"2020/2"
2020032338;"Bil";"2020/2"
2020032362;"Bil";"2020/2"
2020032629;"Cykel";"2020/2"
2020033015;"Kollektiv";"2020/2"
2020033294;"Kollektiv";"2020/2"
2020033339;"Kollektiv";"2020/2"
2020033597;"Cykel";"2020/2"
2020033703;"Bil";"2020/2"
2020033775;"Bil";"2020/2"
2020033822;"Kollektiv";"2020/2"
2020033832;"Bil";"2020/2"
2020033839;"Kollektiv";"2020/2"
2020034005;"Bil";"2020/2"
2020034291;"Cykel";"2020/2"
2020034463;"Bil";"2020/2"
2020034601;"Bil";"2020/2"
2020034765;"Cykel";"2020/2"
2020034837;"Kollektiv";"2020/2"
2020034916;"Gang";"2020/2"
2020034971;"Kollektiv";"2020/2"
2020035073;"Bil";"2020/2"
2020035109;"Bil";"2020/2"
2020035116;"Kollektiv";"2020/2"
2020035314;"Kollektiv";"2020/2"
2020035389;"Cykel";"2020/2"
2020035436;"Gang";"2020/2"
2020035579;"Bil";"2020/2"
2020035701;"Bil";"2020/2"
2020035806;"Kollektiv";"2020/2"
2020035821;"Bil";"2020/2"
2020035970;"Bil";"2020/2"
2020035984;"Bil";"2020/2"
2020035993;"Bil";"2020/2"
2020036285;"Cykel";"2020/2"
2020037164;"Cykel";"2020/2"
2020037173;"Kollektiv";"2020/2"
2020037528;"Gang";"2020/2"
2020037691;"Bil";"2020/2"
2020037745;"Bil";"2020/2"
2020037797;"Cykel";"2020/2"
2020037810;"Cykel";"2020/2"
2020038187;"Kollektiv";"2020/2"
2020038410;"Kollektiv";"2020/2"
2020038604;"Cykel";"2020/2"
2020038617;"Bil";"2020/2"
2020038751;"Bil";"2020/2"
2020038900;"Bil";"2020/2"
2020038966;"Kollektiv";"2020/2"
2020039008;"Kollektiv";"2020/2"
2020039118;"Bil";"2020/2"
2020039225;"Kollektiv";"2020/2"
2020039430;"Kollektiv";"2020/2"
2020039467;"Kollektiv";"2020/2"
2020039814;"Bil";"2020/2"
2020039858;"Bil";"2020/2"
2020039871;"Kollektiv";"2020/2"
2020040009;"Cykel";"2020/2"
2020040251;"Bil";"2020/2"
2020040264;"Kollektiv";"2020/2"
2020040276;"Cykel";"2020/2"
2020040339;"Kollektiv";"2020/2"
2020040650;"Kollektiv";"2020/2"
2020040994;"Cykel";"2020/2"
2020041007;"Bil";"2020/2"
2020041478;"Kollektiv";"2020/2"
2020041490;"Bil";"2020/2"
2020041613;"Bil";"2020/2"
2020041659;"Cykel";"2020/2"
2020041883;"Cykel";"2020/2"
2020042027;"Cykel";"2020/2"
2020042116;"Kollektiv";"2020/2"
2020042145;"Kollektiv";"2020/2"
2020042219;"Bil";"2020/2"
2020042261;"Gang";"2020/2"
2020042352;"Kollektiv";"2020/2"
2020042396;"Gang";"2020/2"
2020042664;"Kollektiv";"2020/2"
2020042696;"Cykel";"2020/2"
2020042824;"Bil";"2020/2"
2020043038;"Bil";"2020/2"
2020043128;"Kollektiv";"2020/2"
2020048336;"Kollektiv";"2020/2"
2020048395;"Bil";"2020/2"
2020048590;"Bil";"2020/2"
2020048689;"Gang";"2020/2"
2020048759;"Bil";"2020/2"
2020048950;"Kollektiv";"2020/2"
2020049041;"Bil";"2020/2"
2020049055;"Kollektiv";"2020/2"
2020049175;"Bil";"2020/2"
2020049452;"Bil";"2020/2"
2020049503;"Bil";"2020/2"
2020049540;"Gang";"2020/2"
2020049666;"Bil";"2020/2"
2020049845;"Cykel";"2020/2"
2020050629;"Bil";"2020/2"
2020051254;"Kollektiv";"2020/2"
2020051463;"Bil";"2020/2"
2020051745;"Cykel";"2020/2"
2020051807;"Bil";"2020/2"
2020051875;"Bil";"2020/2"
2020052106;"Bil";"2020/2"
